,alt_title,director,domestic_gross,mojo_slug,opening_per_theater,opening_weekend_take,production_budget,release_date_limited,release_date_wide,title,widest_release,worldwide_gross,year
3049,The Slammin' Salmon (2009),,41587.0,slamminsalmon,2379.0,26167.0,,,2009-12-11,The Slammin' Salmon ,11.0,60421.0,2009.0
3050,Sleepers (1996),Barry Levinson,53315285.0,sleepers,6425.0,12305745.0,,,1996-10-18,Sleepers ,2080.0,165615285.0,1996.0
3051,Sleeping Beauty (1959),,51600000.0,sleepingbeauty,,,,,1959-01-29,Sleeping Beauty,,,1959.0
3052,Sleepless in Seattle (1993),Nora Ephron,126680884.0,sleeplessinseattle,10927.0,17253733.0,21000000.0,,1993-06-25,Sleepless in Seattle,1657.0,227799884.0,1993.0
3053,Sleepover (2004),Joe Nussbaum,9436390.0,sleepover,1889.0,4171226.0,,,2004-07-09,Sleepover,2207.0,10148953.0,2004.0
3054,Sleepwalk with Me (2012),,2266067.0,sleepwalkwithme,68801.0,68801.0,,,2012-08-24,Sleepwalk with Me,135.0,,2012.0
3055,Sleepy Hollow (1999),Tim Burton,101071502.0,sleepyhollow,9810.0,30060467.0,100000000.0,,1999-11-19,Sleepy Hollow,3069.0,206071502.0,1999.0
3056,Sleuth (1972) (1972),Joseph L. Mankiewicz,,sleuth,,,,,1972-12-10,Sleuth (1972) ,,,1972.0
3057,Sliding Doors (1998),,11841544.0,slidingdoors,7135.0,834817.0,6000000.0,,1998-04-24,Sliding Doors ,522.0,,1998.0
3058,Sling Blade (1996),,24444121.0,slingblade,3183.0,3027349.0,1000000.0,1996-11-29,1997-03-14,Sling Blade ,1020.0,,1996.0
3059,Slipstream (2007),Anthony HopkinsSteven Lisberger,8965.0,slipstream,1045.0,6273.0,,,2007-10-26,Slipstream,6.0,27769.0,2007.0
3060,Slither (2006),James Gunn,7802450.0,slither,1994.0,3880270.0,15000000.0,,2006-03-31,Slither,1946.0,12834936.0,2006.0
3061,Slumdog Millionaire (2008),Danny Boyle,141319928.0,slumdogmillionaire,7006.0,4301870.0,15000000.0,2008-11-12,2008-12-26,Slumdog Millionaire,2943.0,377910544.0,2008.0
3062,Small Time Crooks (2000),Woody Allen,17266359.0,smalltimecrooks,4486.0,3880723.0,25000000.0,,2000-05-19,Small Time Crooks ,886.0,29934477.0,2000.0
3063,Small Town Murder Songs (2011),Ed Gass-Donnelly,31133.0,smalltownmurdersongs,401.0,2810.0,,,2011-06-03,Small Town Murder Songs ,7.0,,2011.0
3064,Smart People (2008),Noam Murro,9511289.0,smartpeople,3700.0,4092465.0,,,2008-04-11,Smart People,1119.0,11843604.0,2008.0
3065,Smashed (2012),,376597.0,smashed,6736.0,26943.0,,,2012-10-12,Smashed,50.0,376597.0,2012.0
3066,Smash His Camera (2010),,3644.0,smashhiscamera,2367.0,2367.0,,,2010-07-30,Smash His Camera,1.0,,2010.0
3067,Smokin' Aces (2007),Joe Carnahan,35787686.0,smokinaces,6599.0,14638755.0,17000000.0,,2007-01-26,Smokin' Aces,2219.0,57103895.0,2007.0
3068,The Smurfs (2011),Raja Gosnell,142614158.0,smurfs,10489.0,35611637.0,110000000.0,,2011-07-29,The Smurfs,3427.0,563749323.0,2011.0
3069,The Smurfs 2 (2013),Raja Gosnell,71017784.0,smurfs2,4539.0,17548389.0,105000000.0,,2013-07-31,The Smurfs 2,3867.0,347545360.0,2013.0
3070,Snake Eyes (1998),Brian De Palma,55591409.0,snakeeyes,6011.0,16310373.0,73000000.0,,1998-08-07,Snake Eyes ,2718.0,103891409.0,1998.0
3071,Snakes on a Plane (2006),David R. Ellis,34020814.0,snakesonaplane,3883.0,13806311.0,33000000.0,,2006-08-18,Snakes on a Plane,3555.0,62022014.0,2006.0
3072,Snatch (2000),Guy Ritchie,30328156.0,snatch,5543.0,8005163.0,,2000-12-08,2001-01-19,Snatch,1444.0,83557872.0,2000.0
3073,Snitch (2013),Ric Roman Waugh,42930462.0,snitch,5244.0,13167607.0,,,2013-02-22,Snitch,2511.0,42930462.0,2013.0
3074,Snowpiercer (2014),,4563650.0,snowpiercer,21398.0,171187.0,,,2014-06-27,Snowpiercer,356.0,86758912.0,2014.0
3075,Snow White and the Huntsman (2012),Rupert Sanders,155332381.0,snowwhiteandthehuntsman,14900.0,56217700.0,170000000.0,,2012-06-01,Snow White and the Huntsman,3777.0,396592829.0,2012.0
3076,The Social Network (2010),David Fincher,96962694.0,socialnetwork,8100.0,22445653.0,40000000.0,,2010-10-01,The Social Network,2921.0,224920315.0,2010.0
3077,Solaris (2002),Steven Soderbergh,14973382.0,solaris,2806.0,6752722.0,47000000.0,,2002-11-27,Solaris,2406.0,30002758.0,2002.0
3078,Solitary Man (2010),,4360548.0,solitaryman,23734.0,94936.0,15000000.0,,2010-05-21,Solitary Man,177.0,5178582.0,2010.0
3079,The Soloist (2009),Joe Wright,31720158.0,soloist,4801.0,9716458.0,,,2009-04-24,The Soloist,2090.0,38332994.0,2009.0
3080,Solomon Kane (2012),Michael J. Bassett,,solomonkane,,,,,2012-09-28,Solomon Kane ,,19631320.0,2012.0
3081,Somebody Up There Likes Me (1956),Robert Wise,,somebodyuptherelikesme,,,,,1956-07-03,Somebody Up There Likes Me,,,1956.0
3082,Somersault (2006),,92214.0,somersault,4313.0,21566.0,,,2006-04-21,Somersault,7.0,1482316.0,2006.0
3083,Something Borrowed (2011),Luke Greenfield,39046489.0,somethingborrowed,4802.0,13945368.0,35000000.0,,2011-05-06,Something Borrowed,2904.0,60183821.0,2011.0
3084,Something's Gotta Give (2003),Nancy Meyers,124728738.0,somethingsgottagive,6001.0,16064723.0,80000000.0,,2003-12-12,Something's Gotta Give,2876.0,266728738.0,2003.0
3085,Something Wild (1986),Jonathan Demme,8362969.0,somethingwild,1997.0,1825717.0,,,1986-11-07,Something Wild ,916.0,,1986.0
3086,Somewhere in Time (1980),,9709597.0,somewhereintime,3260.0,1203011.0,,,1980-10-03,Somewhere in Time,,,1980.0
3087,Song of the Sea (2014),,821482.0,songofthesea,10955.0,21910.0,,,2014-12-19,Song of the Sea ,48.0,821482.0,2014.0
3088,Son of God (2014),Christopher Spencer,59700064.0,sonofgod,7853.0,25601865.0,,,2014-02-28,Son of God,3271.0,67800064.0,2014.0
3089,The Son of No One (2011),,30680.0,sonofnoone,1802.0,18015.0,,,2011-11-04,The Son of No One,10.0,30680.0,2011.0
3090,Son of Rambow (2008),,1785505.0,sonoframbow,10758.0,53789.0,,,2008-05-02,Son of Rambow,155.0,10870249.0,2008.0
3091,Son of the Mask (2005),,17018422.0,sonofthemask,2532.0,7511675.0,84000000.0,,2005-02-18,Son of the Mask,2966.0,57552641.0,2005.0
3092,The Son's Room (2002),,1016340.0,sonsroom,4887.0,4887.0,,,2002-01-25,The Son's Room ,21.0,11767402.0,2002.0
3093,Sophie's Choice (1982),Alan J. Pakula,30036000.0,sophieschoice,22459.0,202131.0,,,1982-12-10,Sophie's Choice ,548.0,,1982.0
3094,Sophie Scholl - The Final Days (2006),,680331.0,sophiescholl,17310.0,17310.0,,,2006-02-17,Sophie Scholl - The Final Days,28.0,10804315.0,2006.0
3095,The Sorcerer and the White Snake (2013),,18759.0,sorcererandthewhitesnake,5530.0,5530.0,,,2013-02-08,The Sorcerer and the White Snake,4.0,2118759.0,2013.0
3096,The Sorcerer's Apprentice (2010),Jon Turteltaub,63150991.0,sorcerersapprentice,5028.0,17619622.0,150000000.0,,2010-07-14,The Sorcerer's Apprentice,3504.0,215283742.0,2010.0
3097,Sorority Row (2009),,11965282.0,sororityrow,1899.0,5059802.0,12500000.0,,2009-09-11,Sorority Row,2665.0,27206120.0,2009.0
3098,Soul Kitchen (2010),,276901.0,soulkitchen,10458.0,20916.0,,,2010-08-20,Soul Kitchen ,23.0,17872796.0,2010.0
3099,Soul Men (2008),Malcolm D. Lee,12082391.0,soulmen,2643.0,5401605.0,,,2008-11-07,Soul Men,2048.0,12331637.0,2008.0
3100,Soul Surfer (2011),Sean McNamara,43853424.0,soulsurfer,4789.0,10601862.0,18000000.0,,2011-04-08,Soul Surfer,2240.0,47088990.0,2011.0
3101,Sound City (2013),Dave Grohl,422853.0,soundcity,3928.0,62842.0,,,2013-02-01,Sound City ,50.0,422853.0,2013.0
3102,Sound of My Voice (2012),Zal Batmanglij,408015.0,soundofmyvoice,7227.0,36134.0,,,2012-04-27,Sound of My Voice,48.0,408015.0,2012.0
3103,A Sound of Thunder (2005),Peter Hyams,1900451.0,soundofthunder,1124.0,917398.0,80000000.0,,2005-09-02,A Sound of Thunder,816.0,11665465.0,2005.0
3104,Source Code (2011),Duncan Jones,54712227.0,sourcecode,5002.0,14812094.0,32000000.0,,2011-04-01,Source Code,2971.0,147332697.0,2011.0
3105,Southland Tales (2007),Richard Kelly,275380.0,southlandtales,1959.0,123428.0,,,2007-11-14,Southland Tales ,63.0,374743.0,2007.0
3106,"South Park - Bigger, Longer and Uncut (1999)",Trey Parker,52037603.0,southpark,5327.0,11335889.0,21000000.0,,1999-06-30,"South Park - Bigger, Longer and Uncut ",2128.0,83137603.0,1999.0
3107,Spaceballs (1987),Mel Brooks,38119483.0,spaceballs,4778.0,6613837.0,,,1987-06-26,Spaceballs ,1389.0,,1987.0
3108,Space Chimps (2008),Kirk De Micco,30105968.0,spacechimps,2860.0,7181374.0,37000000.0,,2008-07-18,Space Chimps,2538.0,64834964.0,2008.0
3109,Space Cowboys (2000),Clint Eastwood,90464773.0,spacecowboys,6450.0,18093776.0,65000000.0,,2000-08-04,Space Cowboys ,2835.0,128884132.0,2000.0
3110,Spanglish (2004),James L. Brooks,42726869.0,spanglish,3616.0,8817853.0,80000000.0,,2004-12-17,Spanglish,2587.0,55041367.0,2004.0
3111,Sparkle (1976),Sam O'Steen,,sparkle,,,,,1976-04-07,Sparkle ,,,1976.0
3112,Spawn (1997),,54870175.0,spawn,7783.0,19738749.0,40000000.0,,1997-08-01,Spawn ,2604.0,87840042.0,1997.0
3113,The Specials (2000),Craig Mazin,13276.0,specials,,,,,2000-09-22,The Specials ,2.0,,2000.0
3114,Special Treatment (2011),,8856.0,specialtreatment,678.0,678.0,,,2011-08-26,Special Treatment ,1.0,294483.0,2011.0
3115,The Spectacular Now (2013),,6854611.0,spectacularnow,916.0,704950.0,,2013-08-02,2013-09-13,The Spectacular Now,770.0,6854611.0,2013.0
3116,Speed (1994),Jan DeBont,121248145.0,speed,6761.0,14456194.0,30000000.0,,1994-06-10,Speed,2169.0,350448145.0,1994.0
3117,Speed 2: Cruise Control (1997),Jan DeBont,48608066.0,speed2,6179.0,16158942.0,160000000.0,,1997-06-13,Speed 2: Cruise Control ,2625.0,164508066.0,1997.0
3118,Speed Racer (2008),Andy & Lana Wachowski,43945766.0,speedracer,5147.0,18561337.0,120000000.0,,2008-05-09,Speed Racer,3606.0,93945766.0,2008.0
3119,Sphere (1998),Barry Levinson,37020277.0,sphere,5129.0,14433957.0,80000000.0,,1998-02-13,Sphere ,2814.0,,1998.0
3120,Spice World (1998),,29342592.0,spiceworld,4501.0,10527222.0,,,1998-01-23,Spice World ,2339.0,,1998.0
3121,The Spiderwick Chronicles (2008),Mark S. Waters,71195053.0,spiderwickchronicles,4940.0,19004058.0,90000000.0,,2008-02-14,The Spiderwick Chronicles,3847.0,162839667.0,2008.0
3122,Spirit: Stallion of the Cimarron (2002),Kelly Asbury,73280117.0,spirit,5357.0,17770036.0,80000000.0,,2002-05-24,Spirit: Stallion of the Cimarron ,3362.0,122563539.0,2002.0
3123,Spirited Away (2002),Hayao Miyazaki,10055859.0,spiritedaway,2483.0,1765491.0,,2002-09-20,2003-03-28,Spirited Away,714.0,274925095.0,2002.0
3124,Splice (2010),Vincenzo Natali,17010170.0,splice,3014.0,7385277.0,30000000.0,,2010-06-04,Splice,2450.0,26857459.0,2010.0
3125,Splinterheads (2009),,16392.0,splinterheads,10515.0,10515.0,,,2009-11-06,Splinterheads ,3.0,,2009.0
3126,Spread (2009),,250618.0,spread,1194.0,122948.0,,,2009-08-14,Spread,103.0,12032983.0,2009.0
3127,Spring Breakers (2013),Harmony Korine,14124284.0,springbreakers,4401.0,4858944.0,5000000.0,2013-03-15,2013-03-22,Spring Breakers,1379.0,31724284.0,2013.0
3128,Spring Fever (2010),,10824.0,springfever,854.0,854.0,,,2010-06-04,Spring Fever ,2.0,161110.0,2010.0
3129,"Spring, Summer, Fall, Winter... and Spring (2004)",,2380788.0,springsummerfallwinterandspring,7093.0,42561.0,,,2004-04-02,"Spring, Summer, Fall, Winter... and Spring ",74.0,9524745.0,2004.0
3130,Spy Game (2001),Tony Scott,62362560.0,spygame,7830.0,21689125.0,115000000.0,,2001-11-21,Spy Game ,2770.0,143049560.0,2001.0
3131,Spy Hard (1996),,26960191.0,spyhard,4570.0,10448420.0,18000000.0,,1996-05-24,Spy Hard ,2319.0,,1996.0
3132,Spy Kids (2001),Robert Rodriguez,112719001.0,spykids,8552.0,26546881.0,35000000.0,,2001-03-30,Spy Kids ,3191.0,147934180.0,2001.0
3133,Spy Kids 2: The Island of Lost Dreams (2002),Robert Rodriguez,85846429.0,spykids2,5053.0,16711716.0,38000000.0,,2002-08-07,Spy Kids 2:The Island of Lost Dreams,3307.0,119723358.0,2002.0
3134,The Spy Next Door (2010),,24307086.0,spynextdoor,3326.0,9726056.0,28000000.0,,2010-01-15,The Spy Next Door,2924.0,45236543.0,2010.0
3135,The Squid and the Whale (2005),Noah Baumbach,7372734.0,squidandthewhale,32461.0,129844.0,1500000.0,,2005-10-05,The Squid and the Whale,151.0,11098131.0,2005.0
3136,Stage Fright (1950),Alfred Hitchcock,,stagefright,,,,,1950-04-15,Stage Fright ,,,1950.0
3137,Stake Land (2011),,33245.0,stakeland,7258.0,7258.0,,,2011-04-22,Stake Land ,5.0,33245.0,2011.0
3138,Stalingrad (1995),,152972.0,stalingrad,10882.0,10882.0,,,1995-05-24,Stalingrad ,2.0,,1995.0
3139,Stand Up Guys (2013),,3310031.0,standupguys,2256.0,1486390.0,,,2013-02-01,Stand Up Guys,670.0,3310031.0,2013.0
3140,Starbuck (U.S. only) (2013),Ken Scott,340058.0,starbuck,5177.0,15530.0,,,2013-03-22,Starbuck (U.S. only),32.0,1662911.0,2013.0
3141,Stardust (2007),Matthew Vaughn,38634938.0,stardust,3610.0,9169779.0,70000000.0,,2007-08-10,Stardust,2565.0,135560026.0,2007.0
3142,Stargate (1994),Roland Emmerich,71567262.0,stargate,8190.0,16651018.0,,,1994-10-28,Stargate ,2033.0,196567262.0,1994.0
3143,Starlet (2012),,88212.0,starlet,2610.0,15662.0,,,2012-11-09,Starlet,10.0,,2012.0
3144,Starman (1984),John Carpenter,28744356.0,starman,2277.0,2872022.0,,,1984-12-14,Starman ,1271.0,,1984.0
3145,Starred Up (2014),,54915.0,starredup,5179.0,10358.0,,,2014-08-27,Starred Up,7.0,,2014.0
3146,Starship Troopers (1997),Paul Verhoeven,54814377.0,starshiptroopers,7424.0,22058773.0,105000000.0,,1997-11-07,Starship Troopers,2971.0,121214377.0,1997.0
3147,Starsky and Hutch (2004),Todd Phillips,88237754.0,starskyandhutch,8823.0,28103367.0,60000000.0,,2004-03-05,Starsky and Hutch,3185.0,170268750.0,2004.0
3148,Star Trek: The Motion Picture (1979),,82258456.0,startrek,13916.0,11926421.0,35000000.0,,1979-12-07,Star Trek:The Motion Picture,1002.0,,1979.0
3149,The Starving Games (2013),Jason FriedbergAaron Seltzer,,starvinggames,,,,,2013-11-08,The Starving Games,,,2013.0
3150,Star Wars: Episode I - The Phantom Menace (1999),George Lucas,474544677.0,starwars,21825.0,64820970.0,115000000.0,,1999-05-19,Star Wars:Episode I - The Phantom Menace,3126.0,1027044677.0,1999.0
3151,State of Play (2009),Kevin Macdonald,37017955.0,stateofplay,5020.0,14071280.0,,,2009-04-17,State of Play,2807.0,87812371.0,2009.0
3152,State Property (2002),,2106838.0,stateproperty,7410.0,452028.0,,,2002-01-18,State Property ,75.0,,2002.0
3153,The Station Agent (2003),Tom McCarthy,5739376.0,stationagent,19261.0,57785.0,,,2003-10-03,The Station Agent,198.0,8679814.0,2003.0
3154,Stay (2005),Marc Forster,3626883.0,stay,1299.0,2188199.0,,,2005-10-21,Stay,1684.0,8342132.0,2005.0
3155,Stay Alive (2006),William Brent Bell,23086480.0,stayalive,5339.0,10726406.0,,,2006-03-24,Stay Alive,2009.0,27105095.0,2006.0
3156,Stealth (2005),Rob Cohen,32116746.0,stealth,3791.0,13251545.0,135000000.0,,2005-07-29,Stealth,3495.0,76932872.0,2005.0
3157,Steamboy (2005),,468867.0,steamboy,3490.0,136148.0,22000000.0,,2005-03-18,Steamboy,46.0,10870198.0,2005.0
3158,Step Brothers (2008),Adam McKay,100468793.0,stepbrothers,10000.0,30940732.0,65000000.0,,2008-07-25,Step Brothers,3182.0,128107642.0,2008.0
3159,The Stepfather (1987),Joseph Ruben,2488740.0,stepfather,2481.0,260587.0,,,1987-01-23,The Stepfather ,148.0,2488740.0,1987.0
3160,The Stepford Wives (2004),Frank Oz,59484742.0,stepfordwives,7002.0,21406781.0,90000000.0,,2004-06-11,The Stepford Wives,3057.0,102001626.0,2004.0
3161,Step Into Liquid (2003),,3681803.0,stepintoliquid,27197.0,135985.0,,,2003-08-08,Step Into Liquid ,91.0,4041588.0,2003.0
3162,Stepmom (1998),Chris Columbus,91137662.0,stepmom,8118.0,19142440.0,50000000.0,,1998-12-25,Stepmom ,2503.0,159710793.0,1998.0
3163,Step Up (2006),Anne Fletcher,65328121.0,stepup,8374.0,20659573.0,12000000.0,,2006-08-11,Step Up,2647.0,114194847.0,2006.0
3164,Step Up 2 the Streets (2008),Jon Chu,58017783.0,stepup2,7655.0,18908826.0,,,2008-02-14,Step Up 2 the Streets,2528.0,150816700.0,2008.0
3165,Stick It (2006),Jessica Bendinger,26910736.0,stickit,5301.0,10803610.0,,,2006-04-28,Stick It,2044.0,31976848.0,2006.0
3166,Stigmata (1999),,50046268.0,stigmata,6315.0,18309666.0,29000000.0,,1999-09-10,Stigmata ,2901.0,89446268.0,1999.0
3167,Still Alice (2015),Richard GlatzerWash Westmoreland,18451000.0,stillalice,2831.0,2166000.0,5000000.0,2015-01-16,2015-02-20,Still Alice,1318.0,28294721.0,2015.0
3168,Still Life (2008),,76983.0,stilllife,12744.0,12744.0,,,2008-01-18,Still Life ,2.0,2504465.0,2008.0
3169,Still Mine (2013),,1159336.0,stillmine,,,,,2013-05-03,Still Mine,41.0,1159336.0,2013.0
3170,Still Walking (2009),,167047.0,stillwalking,10149.0,20298.0,,,2009-08-28,Still Walking ,13.0,3258304.0,2009.0
3171,Stir of Echoes (1999),David Koepp,21142914.0,stirofechoes,3078.0,5811664.0,12000000.0,,1999-09-10,Stir of Echoes ,1943.0,,1999.0
3172,Stoker (2013),,1714221.0,stoker,22935.0,160547.0,12000000.0,,2013-03-01,Stoker,275.0,12077441.0,2013.0
3173,Stolen (2006),,132596.0,stolen,6250.0,6250.0,,,2006-04-19,Stolen ,5.0,,2006.0
3174,Stone (2010),John Curran,1810078.0,stone,12628.0,75766.0,22000000.0,,2010-10-08,Stone,125.0,9479718.0,2010.0
3175,The Stoning of Soraya M. (2009),,637421.0,stoningofsorayam,4261.0,115053.0,,,2009-06-26,The Stoning of Soraya M.,34.0,1090260.0,2009.0
3176,Stop Making Sense (1984),Jonathan Demme,5095592.0,stopmakingsense,5952.0,41666.0,,,1984-10-19,Stop Making Sense ,41.0,,1984.0
3177,Storage 24 (2013),,72.0,storage24,72.0,72.0,,,2013-01-18,Storage 24,1.0,72.0,2013.0
3178,Stories We Tell (2013),Sarah Polley,1600145.0,storieswetell,13527.0,27053.0,,,2013-05-10,Stories We Tell,70.0,1600145.0,2013.0
3179,The Story of Us (1999),Rob Reiner,27100031.0,storyofus,4470.0,9673080.0,50000000.0,,1999-10-15,The Story of Us ,2175.0,58900031.0,1999.0
3180,Storytelling (2002),Todd Solondz,921445.0,storytelling,18422.0,73688.0,,,2002-01-25,Storytelling ,40.0,921445.0,2002.0
3181,The Straight Story (1999),David Lynch,6203044.0,straightstory,13187.0,92312.0,,,1999-10-15,The Straight Story ,186.0,6203044.0,1999.0
3182,Strange Magic (2015),,12427046.0,strangemagic,1823.0,5504441.0,,,2015-01-23,Strange Magic,3020.0,12427046.0,2015.0
3183,Strange Powers: Stephin Merritt and the Magnetic Fields (2010),,68719.0,strangepowers,4620.0,4620.0,,,2010-10-27,Strange Powers:Stephin Merritt and the Magnetic Fields,5.0,,2010.0
3184,Stranger By the Lake (2014),,325196.0,strangerbythelake,13800.0,27599.0,,,2014-01-24,Stranger By the Lake,16.0,,2014.0
3185,The Strangers (2008),,52597610.0,strangers,8515.0,20997985.0,9000000.0,,2008-05-30,The Strangers,2477.0,82391145.0,2008.0
3186,Stranger Than Fiction (2006),Marc Forster,40660952.0,strangerthanfiction,5923.0,13411093.0,30000000.0,,2006-11-10,Stranger Than Fiction,2270.0,53653224.0,2006.0
3187,Strange Wilderness (2008),Fred Wolf,6575282.0,strangewilderness,2485.0,3001719.0,,,2008-02-01,Strange Wilderness,1211.0,6964734.0,2008.0
3188,Straw Dogs (1971) (1971),,,strawdogs,,,,,1971-12-29,Straw Dogs (1971) ,,,1971.0
3189,Street Fighter (1994),,33423521.0,streetfighter,4105.0,6859495.0,35000000.0,,1994-12-23,Street Fighter ,1738.0,99423521.0,1994.0
3190,Street Kings (2008),David Ayer,26418667.0,streetkings,5054.0,12469631.0,20000000.0,,2008-04-11,Street Kings,2469.0,65572887.0,2008.0
3191,Strictly Ballroom (1993),Baz Luhrmann,11738022.0,strictlyballroom,16219.0,145977.0,,,1993-02-12,Strictly Ballroom,401.0,11738022.0,1993.0
3192,Struck By Lightning (2013),,28378.0,struckbylightning,12940.0,12940.0,,,2013-01-11,Struck By Lightning,4.0,,2013.0
3193,Stuart Little (1999),Rob Minkoff,140035367.0,stuartlittle,5218.0,15018223.0,133000000.0,,1999-12-17,Stuart Little ,3151.0,300135367.0,1999.0
3194,Stuart Little 2 (2002),Rob Minkoff,64956806.0,stuartlittle2,4643.0,15115152.0,120000000.0,,2002-07-19,Stuart Little 2,3282.0,169956806.0,2002.0
3195,Stuck in Love (2013),Josh Boone,81071.0,stuckinlove,1665.0,34967.0,,,2013-07-05,Stuck in Love,21.0,81071.0,2013.0
3196,Student Bodies (1981),,5165432.0,studentbodies,2519.0,1582148.0,,,1981-08-07,Student Bodies ,,,1981.0
3197,St. Vincent (2014),Theodore Melfi,44137712.0,stvincent,3395.0,7746596.0,,2014-10-10,2014-10-24,St. Vincent,2552.0,54627763.0,2014.0
3198,Submarine (2011),Richard Ayoade,467602.0,submarine,10458.0,41832.0,,,2011-06-03,Submarine,28.0,864659.0,2011.0
3199,Sucker Punch (2011),Zack Snyder,36392502.0,suckerpunch,6284.0,19058199.0,82000000.0,,2011-03-25,Sucker Punch,3033.0,89792502.0,2011.0
3200,Sukiyaki Western Django (2008),,50659.0,sukiyakiwesterndjango,9856.0,9856.0,,,2008-08-29,Sukiyaki Western Django,4.0,2725258.0,2008.0
3201,Summer Hours (2009),Olivier Assayas,1657001.0,summerhours,24742.0,49484.0,,,2009-05-15,Summer Hours,50.0,7659258.0,2009.0
3202,Summer of Sam (1999),Spike Lee,19288130.0,summerofsam,3875.0,5952452.0,22000000.0,,1999-07-02,Summer of Sam ,1536.0,,1999.0
3203,Summer Wars (2010),,80768.0,summerwars,1412.0,1412.0,,,2010-12-24,Summer Wars ,11.0,,2010.0
3204,The Sum of All Fears (2002),,118907036.0,sumofallfears,9795.0,31178526.0,68000000.0,,2002-05-31,The Sum of All Fears,3230.0,193921372.0,2002.0
3205,Sunflower (2007),,23919.0,sunflower,4195.0,4195.0,,,2007-08-17,Sunflower ,1.0,8250145.0,2007.0
3206,Sunshine (1999) (1999),,5096267.0,sunshine,10675.0,42700.0,,,1999-12-17,Sunshine (1999) ,153.0,7607860.0,1999.0
3207,Sunshine Cleaning (2009),Christine Jeffs,12062558.0,sunshinecleaning,1527.0,980560.0,,2009-03-13,2009-04-17,Sunshine Cleaning,642.0,16580250.0,2009.0
3208,The Super (1991),,11000863.0,super,2317.0,3656390.0,22000000.0,,1991-10-04,The Super ,1581.0,,1991.0
3209,Super 8 (2011),J.J. Abrams,127004179.0,super8,10492.0,35451168.0,50000000.0,,2011-06-10,Super 8,3424.0,260095986.0,2011.0
3210,Superbad (2007),Greg Mottola,121463226.0,superbad,11211.0,33052411.0,20000000.0,,2007-08-17,Superbad,3069.0,169871719.0,2007.0
3211,Superhero Movie (2008),Craig Mazin,25881068.0,superheromovie,3212.0,9510297.0,,,2008-03-28,Superhero Movie,2965.0,71237351.0,2008.0
3212,Superman (1978),Richard Donner,134218018.0,superman,8108.0,6535784.0,55000000.0,1978-12-15,,Superman,817.0,300218018.0,1978.0
3213,Supermensch: The Legend of Shep Gordon (2014),Mike Myers,213064.0,supermensch,5754.0,23017.0,,,2014-06-06,Supermensch:The Legend of Shep Gordon,46.0,,2014.0
3214,Supernova (2000),Walter Hill,14230455.0,supernova,2534.0,5778639.0,90000000.0,,2000-01-14,Supernova ,2280.0,14828081.0,2000.0
3215,Super Size Me (2004),Morgan Spurlock,11536423.0,supersizeme,12601.0,516641.0,65000.0,,2004-05-07,Super Size Me,230.0,20641054.0,2004.0
3216,Super Troopers (2002),Jay Chandrasekhar,18492362.0,supertroopers,3485.0,6203906.0,3000000.0,,2002-02-15,Super Troopers ,1805.0,23182223.0,2002.0
3217,Surf's Up (2007),Chris Buck,58867694.0,surfsup,5000.0,17640249.0,,,2007-06-08,Surf's Up,3531.0,149044513.0,2007.0
3218,Surrogates (2009),Jonathan Mostow,38577772.0,surrogates,5050.0,14902692.0,80000000.0,,2009-09-25,Surrogates,2992.0,122444772.0,2009.0
3219,George A. Romero's Survival of the Dead (2010),George A. Romero,101740.0,survivalofthedead,2188.0,43757.0,4000000.0,,2010-05-28,George A. Romero's Survival of the Dead,20.0,143191.0,2010.0
3220,Surviving Christmas (2004),Mike Mitchell,11663156.0,survivingchristmas,1615.0,4441356.0,,,2004-10-22,Surviving Christmas,2755.0,15120800.0,2004.0
3221,Suspect Zero (2004),,8725813.0,suspectzero,2297.0,3446375.0,27000000.0,,2004-08-27,Suspect Zero,1501.0,11416075.0,2004.0
3222,S.W.A.T. (2003),Clark Johnson,116934650.0,swat,11574.0,37062535.0,80000000.0,,2003-08-08,S.W.A.T.,3220.0,207725639.0,2003.0
3223,Sweeney Todd: The Demon Barber of Fleet Street (2007),Tim Burton,52898073.0,sweeneytodd,7446.0,9300805.0,50000000.0,,2007-12-21,Sweeney Todd:The Demon Barber of Fleet Street,1507.0,152523164.0,2007.0
3224,The Sweetest Thing (2002),Roger Kumble,24718164.0,sweetestthing,3532.0,9430667.0,43000000.0,,2002-04-12,The Sweetest Thing ,2670.0,68696770.0,2002.0
3225,The Sweet Hereafter (1997),,3263585.0,sweethereafter,15574.0,31149.0,,,1997-10-10,The Sweet Hereafter ,70.0,,1997.0
3226,Sweet Home Alabama (2002),Andy Tennant,127223418.0,sweethomealabama,10825.0,35648740.0,30000000.0,,2002-09-27,Sweet Home Alabama,3313.0,180622424.0,2002.0
3227,Swept Away (2002),Guy Ritchie,598645.0,sweptaway,1806.0,354052.0,10000000.0,,2002-10-11,Swept Away,196.0,598645.0,2002.0
3228,Swimming Pool (2003),,10130108.0,swimmingpool,22099.0,287296.0,,,2003-07-02,Swimming Pool,259.0,22441323.0,2003.0
3229,Swingers (1996),Doug Liman,4555020.0,swingers,9264.0,74118.0,200000.0,,1996-10-18,Swingers,160.0,,1996.0
3230,Switch (1991),,15545943.0,switch,3722.0,3770991.0,,,1991-05-10,Switch ,1013.0,,1991.0
